Method,Path,Body,Single_q,Double_q,Dashes,Braces,Spaces,Bad_Words,class
POST,/sendFeedback,cfile=comments.txt&name=Admin+User&email_addr=joe%40joe.com&subject=shit+bruh&comments=I+just+tried+crawling&submit=+Submit+,0,0,0,0,0,0,good
GET,/search.jsp?query=bank,,0,0,0,0,0,0,good
GET,/index.jsp?content=business.htm,,0,0,0,0,0,0,good
GET,/swagger/index.html,,0,0,0,0,0,0,good
GET,/swagger/swagger-ui-bundle.js,,0,0,0,0,0,0,good
GET,/swagger/swagger-ui-standalone-preset.js,,0,0,0,0,0,0,good
GET,/swagger/properties.json,,0,0,0,0,0,0,good
GET,/validator?url=https%3A%2F%2Fdemo.testfire.net%2Fswagger%2Fproperties.json,,0,0,0,0,0,0,good
GET,/login,,0,0,0,0,0,0,good
GET,/bank/main.jsp,,0,0,0,0,0,0,good
GET,/bank/apply.jsp,,0,0,0,0,0,0,good
POST,/bank/ccApply,passwd=admin&Submit=Submit,0,0,0,0,0,0,good
GET,/bank/customize.jsp,,0,0,0,0,0,0,good
GET,/bank/queryxpath.jsp,,0,0,0,0,0,0,good
GET,/bank/transfer.jsp,,0,0,0,0,0,0,good
GET,/bank/transaction.jsp,,0,0,0,0,0,0,good
POST,/bank/showTransactions,startDate=2020-12-11&endDate=2020-11-11,0,0,0,0,0,0,good
GET,/bank/main.jsp,,0,0,0,0,0,0,good
GET,/bank/transaction.jsp,,0,0,0,0,0,0,good
GET,/bank/queryxpath.jsp,,0,0,0,0,0,0,good
GET,/index.jsp?content=business.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_deposit.htm,,0,0,0,0,0,0,good
GET,/high_yield_investments.htm,,0,0,0,0,0,0,good
GET,/altoro/images/gradient.jpg,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside.htm,,0,0,0,0,0,0,good
GET,/images/,,0,0,0,0,0,0,good
GET,/images/index.jsp?content=personal_other.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_contact.htm,,0,0,0,0,0,0,good
GET,/disclaimer.htm?url=http://www.netscape.com,,0,0,0,0,0,0,good
GET,/disclaimer.htm?url=http://www.microsoft.com,,0,0,0,0,0,0,good
GET,/index.jsp?content=security.htm,,0,0,0,0,0,0,good
GET,/images/icon_top.gif,,0,0,0,0,0,0,good
GET,/subscribe.jsp,,0,0,0,0,0,0,good
POST,/doSubscribe,txtEmail=john%40joe.com&btnSubmit=Subscribe,0,0,0,0,0,0,good
GET,/index.jsp?content=business_cards.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_lending.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_deposit.htm,,0,0,0,0,0,0,good
GET,/logout.jsp,,0,0,0,0,0,0,good
GET,/index.jsp,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_savings.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_loans.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_contact.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_cards.htm,,0,0,0,0,0,0,good
GET,/survey_questions.jsp,,0,0,0,0,0,0,good
GET,/login.jsp,,0,0,0,0,0,0,good
GET,/index.jsp?content=privacy.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_checking.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_loans.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_cards.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_investments.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_cards.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_community.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_cards.htm,,0,0,0,0,0,0,good
GET,/search?q=steam&oq=steam&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzk0MmowajSoAgCwAgA&sourceid=chrome&ie=UTF-8,,0,0,0,0,0,0,good
GET,/async/bgasy?ei=ORPrZPPfGv7cseMP95SQiAI&opi=89978449&yv=3&cs=1&async=_fmt:jspb,,0,0,0,0,0,0,good
POST,/gen_204?atyp=i&ei=ORPrZPPfGv7cseMP95SQiAI&dt19=3&zx=1693127485203&opi=89978449,,0,0,0,0,0,0,good
POST,/gen_204?atyp=i&ei=ORPrZPPfGv7cseMP95SQiAI&ct=kptm:il&iw=1434&ih=701&r=0&sh=816&sw=1450&tmw=372&tmh=186&nvi=3&eg=0&zx=1693127485232&opi=89978449,,0,0,0,0,0,0,good
GET,/public/javascript/main.js?v=DjYWOA4Fgl3Y&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/javascript/dynamicstore.js?v=_q5nMbbjuyRN&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/shared/javascript/shared_global.js?v=ArFQHXhltxfG&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/shared/javascript/shared_responsive_adapter.js?v=pSvIAKtunfWg&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/js/bg/zh0v--nmjTGjHO5llSaSARFsCQ4ETtLLIqOSyw1ITuU.js,,0,0,1,0,0,0,good
GET,/public/shared/javascript/jquery-1.8.3.min.js?v=.TZ2NKhB-nliU&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/shared/javascript/tooltip.js?v=.zYHOpI1L3Rt0&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/shared/images/header/logo_steam.svg?t=962016,,0,0,0,0,0,0,good
GET,/public/images/mobile/ResponsiveChevron.svg,,0,0,0,0,0,0,good
GET,/public/javascript/home.js?v=cJPjJnLplXwt&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/javascript/broadcast_carousel.js?v=9VLmMDoSI24X&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/javascript/cluster.js?v=zUvcVvp9xZmm&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/javascript/cluster.js?v=zUvcVvp9xZmm&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/javascript/dynamicstore.js?v=_q5nMbbjuyRN&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/shared/javascript/shared_responsive_adapter.js?v=pSvIAKtunfWg&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/javascript/main.js?v=DjYWOA4Fgl3Y&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/javascript/home.js?v=cJPjJnLplXwt&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/javascript/broadcast_carousel.js?v=9VLmMDoSI24X&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/shared/javascript/shared_global.js?v=ArFQHXhltxfG&l=english&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/shared/javascript/jquery-1.8.3.min.js?v=.TZ2NKhB-nliU&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/shared/javascript/tooltip.js?v=.zYHOpI1L3Rt0&_co_domain=1,,0,0,0,0,0,0,good
GET,/public/images/mobile/ResponsiveChevron.svg,,0,0,0,0,0,0,good
GET,/public/shared/images/header/logo_steam.svg?t=962016,,0,0,0,0,0,0,good
GET,/dynamicstore/saledata/?cc=IN,,0,0,0,0,0,0,good
GET,/search/hometab/TopGrossing/?time=0&hide_f2p=false,,0,0,0,0,0,0,good
GET,/apphoverpublic/1086940?review_score_preference=0&l=english&pagev6=true,,0,0,0,0,0,0,good
GET,/search?q=ins&oq=ins&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIGCAEQRRg8MgYIAhBFGDwyBggDEEUYPNIBBzMyOGowajSoAgCwAgA&sourceid=chrome&ie=UTF-8,,0,0,0,0,0,0,good
POST,/ajax/qm/?__a=1&__user=0&__comet_req=7&jazoest=2927,event_id=7271927301079465255&marker_page_time=878&script_path=%2F&weight=0&client_start=1&lsd=AVoY_JyNk-8,0,0,0,0,0,0,good
GET,/rsrc.php/v3/yB/r/vlv0IyLkSDZ.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3/y8/r/iYvqf61g1Y8.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3iMrg4/yG/l/en_US/suHon3y8lva.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3idi_4/yE/l/en_US/xBlBp_NX4u7.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3iRm-4/ym/l/en_US/h40iSonOjIEr2p7esd700UimhmnAZRFiJMDK_2aT_lHKg5wlu70n_Ckfm4rxDduR0pAFMoSOzG5OSXh2X6_8tFPESms8q-44BDIIohmRQ2b689CitO52ls6lWvsWqehdEtWwDQVEH-g-FDC.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3i0fJ4/y_/l/en_US/jrno7JerfMj.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3/yD/r/E6eCs0zFrcpySE1Gd3ZIpYvl_7irEJvpB.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3i7M54/yM/l/en_US/P3C31JedB_9.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3iBPb4/y1/l/en_US/pJVRbwf6ZtV.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3iAqW4/yb/l/en_US/rn5e5ihaBiF.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3/yG/r/lkhxxK-dCwS.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3/yT/r/TUhjXocr4KX.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/rsrc.php/v3ivb84/yX/l/en_US/O0_7My0VMsR.js?_nc_x=Ij3Wp8lg5Kz,,0,0,0,0,0,0,good
GET,/btmanifest/1008289988/instagram/main,,0,0,0,0,0,0,good
GET,/api/v1/public/landing_info/,,0,0,0,0,0,0,good
POST,/ajax/bulk-route-definitions/,route_urls[0]=%2F&routing_namespace=igx_www&__d=www&__user=0&__a=1&__req=2&__hs=19596.HYP%3Ainstagram_web_pkg.2.1..0.0&dpr=1&__ccg=EXCELLENT&__rev=1008289988&__s=qs6kpa%3A4z30bi%3Akilmew&__hsi=7271927301079465255&__dyn=7xeUmwlEnwn8K2WnFw9-2i5U4e0yoW3q32360CEbo1nEhw2nVE4W0om78b87C0yE7i0n24o5-1ywOwv89k2C1Fwc60D8vw8O4U2zxe2Gew9O22362W2K0zK1swa-7-0iK2S3qazo7u1xwIwbS1LwTwNwbO1pwr86C1mw&__csr=jMJsjd8Ov8qrngzclLSinm-i-diGp5yEKqm1qgGiVe3iaG26aG5Adz9p8-3qGGdy8014FpzQ02Pl0aa0xo-dioKaogwIw2ko2z80oIU28w9m0anw2Xy6xK&__comet_req=7&lsd=AVoY_JyNk-8&jazoest=2927&__spin_r=1008289988&__spin_b=trunk&__spin_t=1693127514,0,0,0,0,0,0,good
GET,/x/oauth/status?client_id=124024574287414&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.instagram.com%2F&sdk=joey&wants_cookie_data=true,,0,0,0,0,0,0,good
POST,/api/v1/web/qp/batch_fetch_web/,bloks_versioning_id=52c580427bc66a1a78e8893b95b390ddd2709088482937bf00013453f4f934d2&scale=1.3249999284744263&surfaces_to_queries=%7B%225095%22%3A%22viewer()+%7B%5Cn++++eligible_promotions.ig_parameters(%3Cig_parameters%3E).surface_nux_id(%3Csurface%3E).external_gating_permitted_qps(%3Cexternal_gating_permitted_qps%3E)+%7B%5Cn++++++edges+%7B%5Cn++++++++priority%2C%5Cn++++++++time_range+%7B%5Cn++++++++++start%2C%5Cn++++++++++end%5Cn++++++++%7D%2C%5Cn++++++++node+%7B%5Cn++++++++++id%2C%5Cn++++++++++promotion_id%2C%5Cn++++++++++max_impressions%2C%5Cn++++++++++triggers%2C%5Cn++++++++++logging_data%2C%5Cn++++++++++template+%7B%5Cn++++++++++++name%2C%5Cn++++++++++++parameters+%7B%5Cn++++++++++++++name%2C%5Cn++++++++++++++string_value%5Cn++++++++++++%7D%5Cn++++++++++%7D%2C%5Cn++++++++++creatives+%7B%5Cn++++++++++++title+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++content+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++footer+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++social_context+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++primary_action%7B%5Cn++++++++++++++title+%7B%5Cn++++++++++++++++text%5Cn++++++++++++++%7D%2C%5Cn++++++++++++++url%2C%5Cn++++++++++++++limit%2C%5Cn++++++++++++++dismiss_promotion%5Cn++++++++++++%7D%2C%5Cn++++++++++++secondary_action%7B%5Cn++++++++++++++title+%7B%5Cn++++++++++++++++text%5Cn++++++++++++++%7D%2C%5Cn++++++++++++++url%2C%5Cn++++++++++++++limit%2C%5Cn++++++++++++++dismiss_promotion%5Cn++++++++++++%7D%2C%5Cn++++++++++++dismiss_action%7B%5Cn++++++++++++++title+%7B%5Cn++++++++++++++++text%5Cn++++++++++++++%7D%2C%5Cn++++++++++++++url%2C%5Cn++++++++++++++limit%2C%5Cn++++++++++++++dismiss_promotion%5Cn++++++++++++%7D%2C%5Cn++++++++++++bullet_list%7B%5Cn++++++++++++++title%2C%5Cn++++++++++++++subtitle%2C%5Cn++++++++++++++icon+%7B%5Cn++++++++++++++++uri%2C%5Cn++++++++++++++++width%2C%5Cn++++++++++++++++scale%5Cn++++++++++++++%7D%5Cn++++++++++++%7D%2C%5Cn++++++++++++image+%7B%5Cn++++++++++++++uri%5Cn++++++++++++%7D%5Cn++++++++++%7D%5Cn++++++++%7D%5Cn++++++%7D%5Cn++++%7D%5Cn%5Cn%7D%22%2C%225780%22%3A%22viewer()+%7B%5Cn++++eligible_promotions.ig_parameters(%3Cig_parameters%3E).surface_nux_id(%3Csurface%3E).external_gating_permitted_qps(%3Cexternal_gating_permitted_qps%3E)+%7B%5Cn++++++edges+%7B%5Cn++++++++priority%2C%5Cn++++++++time_range+%7B%5Cn++++++++++start%2C%5Cn++++++++++end%5Cn++++++++%7D%2C%5Cn++++++++node+%7B%5Cn++++++++++id%2C%5Cn++++++++++promotion_id%2C%5Cn++++++++++max_impressions%2C%5Cn++++++++++triggers%2C%5Cn++++++++++logging_data%2C%5Cn++++++++++template+%7B%5Cn++++++++++++name%2C%5Cn++++++++++++parameters+%7B%5Cn++++++++++++++name%2C%5Cn++++++++++++++string_value%5Cn++++++++++++%7D%5Cn++++++++++%7D%2C%5Cn++++++++++creatives+%7B%5Cn++++++++++++title+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++content+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++footer+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++social_context+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++primary_action%7B%5Cn++++++++++++++title+%7B%5Cn++++++++++++++++text%5Cn++++++++++++++%7D%2C%5Cn++++++++++++++url%2C%5Cn++++++++++++++limit%2C%5Cn++++++++++++++dismiss_promotion%5Cn++++++++++++%7D%2C%5Cn++++++++++++secondary_action%7B%5Cn++++++++++++++title+%7B%5Cn++++++++++++++++text%5Cn++++++++++++++%7D%2C%5Cn++++++++++++++url%2C%5Cn++++++++++++++limit%2C%5Cn++++++++++++++dismiss_promotion%5Cn++++++++++++%7D%2C%5Cn++++++++++++dismiss_action%7B%5Cn++++++++++++++title+%7B%5Cn++++++++++++++++text%5Cn++++++++++++++%7D%2C%5Cn++++++++++++++url%2C%5Cn++++++++++++++limit%2C%5Cn++++++++++++++dismiss_promotion%5Cn++++++++++++%7D%2C%5Cn++++++++++++bullet_list%7B%5Cn++++++++++++++title%2C%5Cn++++++++++++++subtitle%2C%5Cn++++++++++++++icon+%7B%5Cn++++++++++++++++uri%2C%5Cn++++++++++++++++width%2C%5Cn++++++++++++++++scale%5Cn++++++++++++++%7D%5Cn++++++++++++%7D%2C%5Cn++++++++++++image+%7B%5Cn++++++++++++++uri%5Cn++++++++++++%7D%5Cn++++++++++%7D%5Cn++++++++%7D%5Cn++++++%7D%5Cn++++%7D%5Cn%5Cn%7D%22%2C%225906%22%3A%22viewer()+%7B%5Cn++++eligible_promotions.ig_parameters(%3Cig_parameters%3E).surface_nux_id(%3Csurface%3E).external_gating_permitted_qps(%3Cexternal_gating_permitted_qps%3E)+%7B%5Cn++++++edges+%7B%5Cn++++++++priority%2C%5Cn++++++++time_range+%7B%5Cn++++++++++start%2C%5Cn++++++++++end%5Cn++++++++%7D%2C%5Cn++++++++node+%7B%5Cn++++++++++id%2C%5Cn++++++++++promotion_id%2C%5Cn++++++++++max_impressions%2C%5Cn++++++++++triggers%2C%5Cn++++++++++logging_data%2C%5Cn++++++++++template+%7B%5Cn++++++++++++name%2C%5Cn++++++++++++parameters+%7B%5Cn++++++++++++++name%2C%5Cn++++++++++++++string_value%5Cn++++++++++++%7D%5Cn++++++++++%7D%2C%5Cn++++++++++creatives+%7B%5Cn++++++++++++title+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++content+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++footer+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++social_context+%7B%5Cn++++++++++++++text%5Cn++++++++++++%7D%2C%5Cn++++++++++++primary_action%7B%5Cn++++++++++++++title+%7B%5Cn++++++++++++++++text%5Cn++++++++++++++%7D%2C%5Cn++++++++++++++url%2C%5Cn++++++++++++++limit%2C%5Cn++++++++++++++dismiss_promotion%5Cn++++++++++++%7D%2C%5Cn++++++++++++secondary_action%7B%5Cn++++++++++++++title+%7B%5Cn++++++++++++++++text%5Cn++++++++++++++%7D%2C%5Cn++++++++++++++url%2C%5Cn++++++++++++++limit%2C%5Cn++++++++++++++dismiss_promotion%5Cn++++++++++++%7D%2C%5Cn++++++++++++dismiss_action%7B%5Cn++++++++++++++title+%7B%5Cn++++++++++++++++text%5Cn++++++++++++++%7D%2C%5Cn++++++++++++++url%2C%5Cn++++++++++++++limit%2C%5Cn++++++++++++++dismiss_promotion%5Cn++++++++++++%7D%2C%5Cn++++++++++++bullet_list%7B%5Cn++++++++++++++title%2C%5Cn++++++++++++++subtitle%2C%5Cn++++++++++++++icon+%7B%5Cn++++++++++++++++uri%2C%5Cn++++++++++++++++width%2C%5Cn++++++++++++++++scale%5Cn++++++++++++++%7D%5Cn++++++++++++%7D%2C%5Cn++++++++++++image+%7B%5Cn++++++++++++++uri%5Cn++++++++++++%7D%5Cn++++++++++%7D%5Cn++++++++%7D%5Cn++++++%7D%5Cn++++%7D%5Cn%5Cn%7D%22%7D&vc_policy=default&version=1,0,0,0,12,0,0,good
POST,/ajax/bulk-route-definitions/,route_urls[0]=%2Flegal%2Fterms%2F&route_urls[1]=%2Fexplore%2Flocations%2F&route_urls[2]=%2Fweb%2Flite%2F&routing_namespace=igx_www&__d=www&__user=0&__a=1&__req=3&__hs=19596.HYP%3Ainstagram_web_pkg.2.1..0.0&dpr=1&__ccg=EXCELLENT&__rev=1008289988&__s=qs6kpa%3A4z30bi%3Akilmew&__hsi=7271927301079465255&__dyn=7xeUmwlEnwn8K2WnFw9-2i5U4e0yoW3q32360CEbo1nEhw2nVE4W0om78b87C0yE7i0n24o5-1ywOwv89k2C1Fwc60D8vw8O4U2zxe2Gew9O22362W2K0zK1swa-7-0iK2S3qazo7u1xwIwbS1LwTwNwbO1pwr86C1mw&__csr=jMJsjd8Ov8qrngzclLSinm-i-diGp5yEKqm1qgGiVe3iaG26aG5Adz9p8-3qGGdy8014FpzQ02Pl0aa0xo-dioKaogwIw2ko2z80oIU28w9m0anw2Xy6xK&__comet_req=7&lsd=AVoY_JyNk-8&jazoest=2927&__spin_r=1008289988&__spin_b=trunk&__spin_t=1693127514,0,0,0,0,0,0,good
POST,/ajax/bulk-route-definitions/,route_urls[0]=%2Faccounts%2Fpassword%2Freset%2F&route_urls[1]=%2Faccounts%2Femailsignup%2F&routing_namespace=igx_www&__d=www&__user=0&__a=1&__req=4&__hs=19596.HYP%3Ainstagram_web_pkg.2.1..0.0&dpr=1&__ccg=EXCELLENT&__rev=1008289988&__s=qs6kpa%3A4z30bi%3Akilmew&__hsi=7271927301079465255&__dyn=7xeUmwlEnwn8K2WnFw9-2i5U4e0yoW3q32360CEbo1nEhw2nVE4W0om78b87C0yE7i0n24o5-1ywOwv89k2C1Fwc60D8vw8O4U2zxe2Gew9O22362W2K0zK1swa-7-0iK2S3qazo7u1xwIwbS1LwTwNwbO1pwr86C1mw&__csr=jMJsjd8Ov8qrngzclLSinm-i-diGp5yEKqm1qgGiVe3iaG26aG5Adz9p8-3qGGdy8014FpzQ02Pl0aa0xo-dioKaogwIw2ko2z80oIU28w9m0anw2Xy6xK&__comet_req=7&lsd=AVoY_JyNk-8&jazoest=2927&__spin_r=1008289988&__spin_b=trunk&__spin_t=1693127514,0,0,0,0,0,0,good
POST,/logging/falco,access_token=936619743392459%7C3cdb3f896252a1db29679cb4554db266&message=%7B%22app_id%22%3A%22936619743392459%22%2C%22app_ver%22%3A%221.0.0%22%2C%22claims%22%3A%5B%220%22%5D%2C%22data%22%3A%5B%7B%22extra%22%3A%7B%22ig_userid%22%3A%220%22%2C%22pk%22%3A%220%22%2C%22rollout_hash%22%3A%221008289988%22%2C%22app_id%22%3A%22936619743392459%22%2C%22frontend_env%22%3A%22C3e%22%2C%22module%22%3A%22unifiedHome%22%2C%22original_referrer%22%3A%22https%3A%2F%2Fwww.google.com%2F%22%2C%22original_referrer_domain%22%3A%22www.google.com%22%2C%22referrer%22%3A%22https%3A%2F%2Fwww.google.com%2F%22%2C%22referrer_domain%22%3A%22www.google.com%22%2C%22url%22%3A%22%2F%22%2C%22nav_chain%22%3A%22PolarisHomeRoot%3AunifiedHome%3A1%3Avia_cold_start%22%2C%22objid%22%3A%22%2F%22%7D%2C%22name%22%3A%22instagram_web_logged_out_impression%22%2C%22time%22%3A1693127517.018%7D%2C%7B%22extra%22%3A%7B%22connectionType%22%3A%22unknown%22%2C%22downlink%22%3A10000%2C%22effectiveType%22%3A%224g%22%2C%22rtt%22%3A250%2C%22objid%22%3A%22%2F%22%2C%22objtype%22%3A%22url%22%7D%2C%22name%22%3A%22instagram_web_client_connection_info%22%2C%22time%22%3A1693127517.326%7D%2C%7B%22extra%22%3A%7B%22event_name%22%3A%22fb_status_received%22%2C%22fbconnect_status%22%3A%22logged_out%22%2C%22frontend_env%22%3A%22C3e%22%2C%22login_identifier_type%22%3Anull%2C%22nav_chain%22%3A%22PolarisHomeRoot%3AunifiedHome%3A1%3Avia_cold_start%22%2C%22path%22%3A%22%2F%22%2C%22platform%22%3A%22desktop%22%2C%22rollout_hash%22%3A%221008289988%22%7D%2C%22name%22%3A%22instagram_web_login%22%2C%22time%22%3A1693127517.929%7D%2C%7B%22extra%22%3A%7B%22event_name%22%3A%22login_form_load%22%2C%22fbconnect_status%22%3A%22logged_out%22%2C%22frontend_env%22%3A%22C3e%22%2C%22login_identifier_type%22%3Anull%2C%22nav_chain%22%3A%22PolarisHomeRoot%3AunifiedHome%3A1%3Avia_cold_start%22%2C%22path%22%3A%22%2F%22%2C%22platform%22%3A%22desktop%22%2C%22rollout_hash%22%3A%221008289988%22%7D%2C%22name%22%3A%22instagram_web_login%22%2C%22time%22%3A1693127518.023%7D%5D%2C%22device_id%22%3A%22670AF480-C17D-4CE4-B18C-09099BCDF649%22%2C%22log_type%22%3A%22client_event%22%2C%22seq%22%3A0%2C%22session_id%22%3A%2218a3643a358-d04026%22%7D,0,0,0,0,0,0,good
GET,/DVWA/vulnerabilities/sqli/?id=%27+OR+%271%27%3D%271&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,4,0,0,0,0,1,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%22&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,1,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%23&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=-&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,0,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,0,0,1,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%2520--&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,1,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=--%27%3B&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,1,0,0,0,bad
GET,/DVWA/vulnerabilities/sqli/?id=%27%2520%3B&Submit=Submit&user_token=292d1352f25f810406bce3c7a667a499,,1,0,0,0,0,0,bad
